i,true_cluster_id,HRV_error,parallax_error,we_parallax,we_dist_kpc,we_pmb,we_pml,pml_error,we_HRV,true_ell_radian,we_DM,we_energy,we_Jphi,we_Jz,we_Jr,true_bee_radian,pmb_error
0,0,1.0,0.015452151275320833,0.30263967684088033,3.304259409865061,1.2110191454781116,12.873168458999892,0.02168565830559116,-80.31278459784073,2.388200283050537,12.595370677276954,-164256.8643720336,-484.8248561765487,280.13099056998516,502.04274863357205,1.058665156364441,0.02168565830559116
1,1,1.0,0.0206603211985268,0.2388489641362197,4.186746229427575,-4.142635962117132,-17.57942680641131,0.027856287722618736,-291.2112533663474,0.36480847001075745,13.10938318933875,-158954.8324751568,775.0460081764272,724.5689214535,102.55463915738947,0.6328569054603577,0.027856287722618736
2,1,1.0,0.016604514462702943,0.24598833543339707,4.065233411324727,0.31899146928218486,-19.986228584932995,0.022958645992638225,220.22241562332806,5.8100199699401855,13.045427431495645,-152633.08482689646,876.8519048886374,519.5368662704926,346.0325061490664,-1.1153652667999268,0.022958645992638225
3,2,1.0,0.015028269630342926,0.2823469916823679,3.5417412951400267,8.803508923762285,11.986502148763007,0.021290209779002447,25.416313670913127,2.993602991104126,12.746084175861958,-163001.8441746424,-258.54930723982733,508.47894885898575,514.7813776167471,1.366828441619873,0.021290209779002447
4,2,1.0,0.0165351819434556,0.28208063658986,3.5450855900257396,11.32175880627042,9.376859534548581,0.02270467345048913,-91.89893660964213,1.5472607612609863,12.748133624714132,-162466.8507175577,-250.8673015501239,422.9977274815129,581.5433767685117,1.3486074209213257,0.02270467345048913
5,2,1.0,0.017226685569808685,0.2723666870778485,3.6715209584870325,-5.791093137654082,12.184727521755395,0.023617339929520732,52.87079075056908,3.1627423763275146,12.824230058373924,-162891.4572756938,-339.116583482528,526.4455951550237,454.0262973633692,-1.2820427417755127,0.023617339929520732
6,3,1.0,0.015008042934757358,0.21782283903221333,4.590886816290702,-7.4278967014622275,-1.6886025486667853,0.021267857788020154,-115.75460998261912,5.852297306060791,13.30948292901599,-152952.61828071962,-1012.549858541389,467.3220038467209,285.61528451979865,0.806272566318512,0.021267857788020154
7,3,1.0,0.022751076234987493,0.182844995991977,5.469113303182104,-10.254652285335286,-4.678587875175238,0.030830729447772407,-91.45052093568997,0.17350831627845764,13.689584603559112,-136745.9503576838,-807.6975491336898,476.77050786053235,923.7433926352747,0.8500709533691406,0.030830729447772407
8,3,1.0,0.027770352902705814,0.19213464320662274,5.204683462131262,-3.9996949997112825,2.310196185698466,0.037969984448330205,109.65764288386367,5.509222507476807,13.581971608877389,-149044.6089964553,-917.8849547629602,729.4800340833772,267.1723173512316,1.0418506860733032,0.037969984448330205
9,3,1.0,0.018,0.39814331743234976,2.511658380828944,-15.553853192107098,-0.6279017827297106,0.024083189157584593,-81.97134994242587,5.309309959411621,11.999802846085856,-154218.22241394754,-1133.2009760111475,435.818314127455,194.51396820746768,0.898524284362793,0.024083189157584593
10,4,1.0,0.023269771531145268,0.21746554198493434,4.598429667856429,8.842408607605066,5.254530674354995,0.03156881453299117,174.84452502001307,4.724632740020752,13.313047742083608,-164841.5142790201,438.4035444686038,244.40158743414122,541.5862714352834,-0.9295942783355713,0.03156881453299117
11,4,1.0,0.017042068777081625,0.2050261451250116,4.877426727163334,-8.354229567053737,3.4955654188983623,0.023421878564075432,245.30809874109127,4.38356351852417,13.44095376887951,-162722.90204735455,564.3495563602075,285.25624439519675,481.0014713349276,0.3855469226837158,0.023421878564075432
12,4,1.0,0.016130453394983382,0.25079694567767985,3.9872893878268507,-1.3737003832668535,15.752464887733256,0.02245680449801931,-65.57330949869603,2.7514827251434326,13.0033887842506,-163592.761220569,529.9304340415026,250.63831246880778,509.59971274155953,-1.0493663549423218,0.02245680449801931
13,4,1.0,0.02478765626813859,0.21455081715753105,4.660900448893483,-7.266612644737477,-19.899129066970794,0.03372900516995701,127.74319704325502,5.970414638519287,13.342349135175755,-149047.26005971583,679.3867024413986,335.45984456083613,707.2480737336773,-0.7939701676368713,0.03372900516995701
14,4,1.0,0.018,0.3908062089560182,2.5588129796385637,19.00368140645119,5.477803429199388,0.024083189157584593,251.05854504216694,5.038066864013672,12.040192725100043,-162885.17671535662,648.8828798325745,216.13307349666178,475.36840359640667,-0.9151645302772522,0.024083189157584593
15,5,1.0,0.018,0.4654206422946875,2.1485940010517113,-20.87864469979911,-12.750536532594225,0.024083189157584593,153.8976013582588,4.417111396789551,11.660771794160604,-159105.64145921596,-552.2197462099693,81.20740614136538,734.9522413883606,0.8616275787353516,0.024083189157584593
16,5,1.0,0.018,0.490056651304388,2.040580405017035,25.111472940400375,5.457513231965771,0.024083189157584593,104.85384596197333,3.7458040714263916,11.548768559788645,-159338.32436573424,-554.590073889491,81.13093494549278,729.087041256768,-1.1636664867401123,0.024083189157584593
17,5,1.0,0.019269277562416833,0.30990616481932565,3.2267831799441518,-4.807174458198034,3.970490821172538,0.025877981181626944,179.2139672792092,5.593146800994873,12.543848922282363,-161209.6909279693,-618.7381987518108,55.41252869703561,672.9646073579759,0.3673570454120636,0.025877981181626944
18,5,1.0,0.018563106434387057,0.27506817171072656,3.63546241566488,-1.2951730656963647,-16.416831421877443,0.0250324286265443,-172.19972755294805,1.0980286598205566,12.802798295781388,-160511.65107847351,-533.5219521691238,114.14167081472849,684.3531516841517,0.5278772115707397,0.0250324286265443
19,5,1.0,0.01714457578628475,0.6771132473502535,1.4768578283075968,-29.46542922851619,-5.117165458441821,0.02327812737191399,-183.5136597386902,0.4658302664756775,10.846693446927551,-160821.32567397584,-555.2348525724765,29.248940403351536,748.6798317408014,-0.6198321580886841,0.02327812737191399
20,5,1.0,0.03148379269552589,0.19475030076194072,5.134780260095116,0.1038140351952926,8.485989948954897,0.04323301164691655,-31.76199859653119,3.031862258911133,13.552609314768635,-158183.6145615978,-480.74601601210696,105.45859171868494,777.3108118024652,-0.7106525897979736,0.04323301164691655
21,6,1.0,0.01675989136706718,0.3498214608302394,2.858601063601635,-1.0862976706159635,14.870227764692931,0.023123137359469314,58.96730948558773,3.4470055103302,12.280767754814828,-167950.88255309916,-460.67785204221445,205.21463795766815,499.529388627445,-1.1486597061157227,0.023123137359469314
22,6,1.0,0.015960005703029332,0.2137124055857463,4.679185549660462,-9.082072920122904,-0.0700608381422384,0.02227637917065742,21.3403384888746,1.2368448972702026,13.350851335809056,-168514.8929152679,-472.62264997178283,229.6692052770832,453.63687749755184,-1.3141858577728271,0.02227637917065742
23,6,1.0,0.0237216922471236,0.18754331010378159,5.332101685987231,0.3740517589656162,2.2500887617716216,0.03221192547135218,-175.42352472141343,1.4306532144546509,13.634492115226404,-165414.67085707549,-429.29911664499,353.7253172554267,460.2496284603431,0.5019657611846924,0.03221192547135218
24,6,1.0,0.018,0.27215312346316684,3.6744020692282806,-4.244822756916542,5.160143505983395,0.024083189157584593,-160.60172557285549,1.4013415575027466,12.82593338490772,-167919.87440382777,-411.75409967985155,216.31483733122963,520.3586048310452,-0.666188657283783,0.024083189157584593
25,6,1.0,0.01586600608611343,0.27018483539449406,3.70116997328851,-0.047040873427008724,-13.635769245624818,0.02217687954230572,153.94785331109904,5.3415093421936035,12.84169515090952,-165518.5484793419,-450.11408971091873,281.87077886103793,492.68796925023713,0.9378161430358887,0.02217687954230572
26,6,1.0,0.018,0.7841306002424886,1.2752977625037907,10.748702117664031,-42.368937466646706,0.024083189157584593,47.75203183078829,0.686098575592041,10.528057988612279,-168755.4604957734,-390.26084837982535,203.86779752033226,523.4300001683405,0.8127657175064087,0.024083189157584593
27,6,1.0,0.018754145116641,0.37315721357150666,2.6798356393246405,-17.264787385012852,2.6042888124151182,0.02523473472220868,-42.14282095009773,2.1354026794433594,12.140540792675125,-168059.80375066464,-510.09685566023717,199.00138394802516,471.69748215516296,-1.1255123615264893,0.02523473472220868
28,7,1.0,0.018,0.601141437238811,1.663502028063884,-2.885532600312404,17.919724301221745,0.024083189157584593,64.0700966635525,1.6548892259597778,11.105116673383439,-131394.4923398358,-2143.410420885176,21.439010704508608,609.1825635000594,-0.47341886162757874,0.024083189157584593
29,7,1.0,0.015476601537895249,0.21757561877304896,4.596103210640942,-2.502674589174886,-3.4345421954864035,0.021764710240649906,-201.60430028035728,2.2159645557403564,13.311948863471736,-136842.97652936334,-2014.3370723151284,52.69377067235947,454.81496661902224,-0.43493810296058655,0.021764710240649906
30,7,1.0,0.018,0.4000494289938521,2.499691106959105,3.3582832647179246,6.025079723454942,0.024083189157584593,81.76129138439131,0.7159612774848938,11.989431725697237,-131933.81199475168,-2211.1719701542474,60.469983095264645,500.53535364477654,0.3657432794570923,0.024083189157584593
31,7,1.0,0.01506940423814194,0.40738245358761205,2.454695805363004,-0.5760421600496826,6.382671041975965,0.021325582084845304,-62.56960476165569,4.357763290405273,11.94998840238107,-131781.53288272602,-2281.4839355421886,16.901114724171407,502.0106352666325,-0.35972583293914795,0.021325582084845304
32,7,1.0,0.018,0.4248659522449173,2.353683543518079,-2.6750729319710618,5.06706739750634,0.024083189157584593,-93.36101720735842,5.695887088775635,11.858740354256188,-132895.6505725971,-2259.9968093066773,26.472559665878503,459.3739270267876,-0.3633030652999878,0.024083189157584593
33,7,1.0,0.018,0.5801939923253384,1.7235614522517484,-2.3368607262684375,13.14204601120396,0.024083189157584593,27.28721023321772,6.007978916168213,11.182133862270899,-131777.54508567858,-2255.5684440030523,23.931575154051245,511.16221466012263,0.4572112560272217,0.024083189157584593
34,7,1.0,0.018,0.8671549923941254,1.1531963821589764,-2.804223200174798,15.959492242575278,0.024083189157584593,-140.2724991381746,0.18322725594043732,10.309516356185526,-131811.15448736784,-2181.185970193768,37.15807425734967,549.6209138428434,-0.43417757749557495,0.024083189157584593
35,7,1.0,0.017491726058682787,0.2513789676405058,3.97805754946885,-2.0866702245555206,3.6376512231726568,0.023897959300663817,-124.44114351904567,3.31412672996521,12.998355308265827,-131180.33847925806,-2241.9207291789903,50.54508011151757,521.4645467669009,-0.5318458676338196,0.023897959300663817
36,8,1.0,0.015230615761556791,0.28305316581703727,3.532905195084057,9.53738702718243,-15.577577752467194,0.021504360972910096,-213.6092590287376,1.393642544746399,12.740659916859641,-153180.65378448585,-136.4391339713576,138.254140831024,1063.6866854612622,0.6604106426239014,0.021504360972910096
37,8,1.0,0.018651484416304705,0.19648963633122837,5.089326941978102,2.294627786872361,10.035905423235775,0.02512601847650245,-1.8572855284078247,2.9571754932403564,13.533301755777511,-157064.2714584306,-45.7654627101851,184.9497608673992,982.549438141854,0.5174211859703064,0.02512601847650245
38,8,1.0,0.018449746477913677,0.40101441092559365,2.4936759696287956,-8.514672896154426,-27.529186843868715,0.0249123851951841,-111.33143558706219,0.721039354801178,11.984200101076043,-161370.31470749044,-124.31783596686705,207.94964736445854,822.7804200705343,0.5786663293838501,0.0249123851951841
39,8,1.0,0.01872807925342917,0.2419477607040857,4.133123601102679,-10.570109724549708,-17.16344631526735,0.0252071311971264,-32.10145057614316,5.949463844299316,13.081391965283695,-162084.6908348023,-137.70505798526546,177.83107447601998,818.9389570352604,-0.5575302839279175,0.0252071311971264
40,8,1.0,0.01590298054101496,0.21116520856352608,4.735628595271953,-0.4757457122486857,-16.44844631910958,0.02210981678808709,-64.28042333031422,0.6746567487716675,13.376888171542076,-154338.71043735833,10.962789635306024,324.10871598922114,961.0813794958301,1.0282223224639893,0.02210981678808709
41,8,1.0,0.016815614113001653,0.30969111342770705,3.2290238777982747,-13.435581452236596,-16.043616109995046,0.022968559954713072,-33.9462729311804,0.1072365939617157,12.545356282623263,-160521.60231636942,-162.19984650868867,190.8958044816196,831.4473461394898,0.9969285130500793,0.022968559954713072
42,8,1.0,0.019722200894184198,0.2432375551603865,4.111207248981835,2.9445682751174918,6.908569192562401,0.026522047663841617,149.49212919934644,4.655071258544922,13.06984685218257,-161825.7615514362,-203.97442382605237,117.44212849033553,843.996504677808,-0.5325356125831604,0.026522047663841617
43,8,1.0,0.018,0.29735724771844646,3.362958218347692,-4.856406780367749,-22.063524103137986,0.024083189157584593,27.26143070776703,5.741854667663574,12.633607358200054,-152177.7808929512,53.50689841227917,197.65869153938,1087.003569716009,-1.360099196434021,0.024083189157584593
44,8,1.0,0.017580277640001776,0.23974895401625684,4.171029667692282,-14.75843389208777,-11.582479331539401,0.02399171847923799,123.48870384097667,6.230500221252441,13.101216394529116,-155035.36301705692,23.59588029632382,209.16777756262695,1019.452118968481,0.5215369462966919,0.02399171847923799
45,9,1.0,0.017358997722972582,0.23784443423573548,4.204428845321925,16.42628130940584,-11.774657268693023,0.02375742781895548,15.506690827122089,0.8179461359977722,13.118535034947314,-137309.61511404184,-372.4326871872612,1718.9946778469928,335.5756192281879,0.3732577860355377,0.02375742781895548
46,9,1.0,0.018,0.35042864024683473,2.8536480331505456,9.466132867560408,-17.60617340349582,0.024083189157584593,194.14005555674768,0.5450995564460754,12.277002032598826,-146525.60476955475,-479.3887392215779,1457.2684806905643,125.1318621239964,0.9203740358352661,0.024083189157584593
47,9,1.0,0.018,0.25949396174682365,3.8536542171091215,6.576848397822524,-7.251712455131317,0.024083189157584593,-282.90622601508124,0.8409410715103149,12.929363717219143,-143397.46604242042,-460.78460649686326,1472.728948217442,227.02608651463163,-0.7450781464576721,0.024083189157584593
48,9,1.0,0.017426850145355107,0.26012905876473513,3.844245640024462,-0.13787390486692228,-6.4786501655484505,0.023543772154464213,-283.80516675676046,0.7701511383056641,12.924055652395074,-146442.92412971,-476.09506885284037,1440.1692279600088,141.5314501843194,-1.0892072916030884,0.023543772154464213
49,9,1.0,0.015414108634735888,0.19569226943482357,5.110063892089799,7.854559769516981,-12.05388968219541,0.021649867836896635,146.2204552009111,0.6633285880088806,13.542131651171182,-143265.0395771591,-413.7832564798516,1596.2059813893009,177.04533306107135,0.7509390711784363,0.021649867836896635
50,9,1.0,0.016687197093775922,0.24703239086415024,4.048052146124946,5.75621111762601,-5.301384389636601,0.023046178262508474,-277.6482742579969,0.7781025767326355,13.036230491772907,-147455.5461237744,-455.9815429092762,1442.7280850179354,122.56911805928635,-0.7252621650695801,0.023046178262508474
51,9,1.0,0.015562597039257818,0.2175223587693305,4.597228559204989,0.8014620928631268,10.193155578641194,0.0217895669671965,-174.52042447795432,2.016906261444092,13.31248047995884,-142830.30109028,-255.56590962950452,1768.8172204932403,179.26205282120972,-0.9119712114334106,0.0217895669671965
52,9,1.0,0.026849810352074927,0.2511118766552548,3.9822887444422825,-0.007178216799420621,11.524345122943437,0.03666436833947407,138.89587197594335,4.042263984680176,13.000663731460032,-147952.9029319811,-456.92116388240333,1329.0076997023393,186.78351955584253,1.1704978942871094,0.03666436833947407
53,9,1.0,0.018,0.23242390389065792,4.3024834505423435,5.622475977108442,10.655009287338583,0.024083189157584593,-78.7930251008683,2.7975261211395264,13.168596042468108,-148306.94095028436,-482.7793584424057,1322.1594563735423,164.7214176132734,-0.8008643984794617,0.024083189157584593
54,9,1.0,0.018,0.23811394637158834,4.199670011933915,-6.24448094482412,-9.567028525320039,0.024083189157584593,-221.09326692422405,6.243915557861328,13.116075835767598,-147344.23311797387,-441.1301695662204,1440.7385742649953,137.52633873629867,-1.1945719718933105,0.024083189157584593
55,10,1.0,0.018,0.24169291162085602,4.137481704753929,-16.561818782393754,3.2451210328047377,0.024083189157584593,-133.1681461358207,2.1585280895233154,13.083680432055456,-152442.22812577974,376.81129707892615,785.4999387935081,490.0455870625662,-0.9313789010047913,0.024083189157584593
