i,true_cluster_id,true_Jr,true_Jz,true_Jphi,true_energy,true_parallax
0,0,1099.829684769076,555.2608676351247,211.39243850836104,-140412.22589166017,0.20292112231254578
1,1,825.0360434763951,52.98348660392345,-11.631769785099777,-171263.57037232223,0.3791128396987915
2,1,672.4085351442484,144.64961900453423,156.23301029331563,-170682.43414842556,0.4448878765106201
3,2,474.6925411064528,222.3802112211763,828.1838673597747,-157616.25105525146,0.233320951461792
4,2,519.5758908030085,235.7530216261914,716.8201318134232,-158062.24999751075,0.32524070143699646
5,2,520.6069890774764,228.45393379573252,738.0600640608019,-157988.85469179164,0.24233511090278625
6,3,378.5378377654149,24.91509133795389,603.4964979527322,-179364.14380415351,0.7421431541442871
7,3,360.3967722761025,15.166257185425952,662.8308214071886,-179054.70001348443,1.1242601871490479
8,3,356.477438461275,16.644768053433992,665.3253631798488,-179025.08671732506,0.8525186777114868
9,3,385.83953420366436,17.58608343777379,606.2988247752291,-179443.9644257459,0.5003323554992676
10,4,73.49057464263532,155.57310465908742,1385.1478764777694,-161533.11491409427,0.25119394063949585
11,4,77.68849443543334,175.43073404839714,1307.055269931188,-162928.220551126,0.22011879086494446
12,4,92.77956754596468,150.15075470210573,1289.7318046597322,-163854.05977082375,0.40099233388900757
13,4,77.5155684339861,158.88042145932988,1331.7667473869296,-162843.73806382253,0.2861248552799225
14,4,113.65744499460529,163.48804944163405,1193.6279408149371,-165295.14318057848,0.3056899905204773
15,5,742.4530376702912,69.36332652497994,-465.9863241817421,-161595.2897129069,0.4809868633747101
16,5,758.3649833515643,62.93711076585999,-481.7378861725683,-160655.40881842672,0.44789057970046997
17,5,753.7398704648882,74.22536350622147,-486.4602857676719,-160366.61489535336,0.23041585087776184
18,5,787.1903705052649,85.02514213098793,-443.89555323854717,-159562.97715967955,0.24143558740615845
19,5,769.4958324138828,83.00216498371245,-423.43466762599934,-160951.4019914325,0.21141913533210754
20,5,757.9340854628763,72.64465383126041,-476.8458143490115,-160520.6327052309,0.21402385830879211
21,6,971.5049575686378,197.66370168324858,165.5196930208012,-154351.8451503362,0.22951975464820862
22,6,991.2332339484448,185.5130042494692,93.2295461513422,-155487.47626669644,0.22688816487789154
23,6,1011.2306317203864,148.0121180768051,98.74105272264569,-155740.12020892167,0.21324747800827026
24,6,1010.6914070022599,136.23745429792575,94.5090149315329,-155940.78643952624,0.20286600291728973
25,6,1036.811293925423,126.7094100452023,98.60446945831066,-155289.98758757,0.22911803424358368
26,6,1031.5687430895216,192.626727991748,14.2384100741947,-155137.26119456723,0.2131447046995163
27,6,1063.651676001076,101.00370570912371,65.37386283794329,-155950.60594014302,0.3015732169151306
28,7,514.077705098347,261.19586946469155,407.0983430400847,-166625.66446015018,0.2342989146709442
29,7,510.81770074599,235.28991495042118,466.8234268954804,-165936.5860945885,0.45101749897003174
30,7,492.64602610022826,278.22728574082555,410.31133994352166,-166448.72751427226,0.20031467080116272
31,7,528.1586775530996,245.46899738566367,409.207960252309,-166534.58283197074,0.34344029426574707
32,7,559.4142537149909,214.15621655722705,379.67237213051067,-167080.17569130816,0.20308831334114075
33,7,480.71990456300483,318.0969185880109,382.0744846569505,-166807.70441127173,0.27500665187835693
34,7,494.2135625161001,244.34435163105832,462.10827237934245,-166273.47658484537,0.23032274842262268
35,7,518.1750496843403,248.51929037009123,413.83627292543946,-166630.97075894588,0.2265470027923584
36,8,277.2103507813072,240.1995602252769,-1071.526800828011,-158680.76708011812,0.2935047447681427
37,8,264.06358539948815,257.07067686543036,-1117.8767475790846,-157437.32866899084,0.21175414323806763
