i,true_cluster_id,true_Jr,true_Jz,true_Jphi,true_energy,true_DM,true_ell_radian,true_bee_radian,true_HRV,true_pml,true_pmb,true_dist_kpc,true_parallax
0,0,1099.829684769076,555.2608676351247,211.39243850836104,-140412.22589166017,13.463363647460938,1.248881220817566,1.2299354076385498,85.72718048095703,3.875680923461914,14.224821090698242,4.928023338317871,0.20292112231254578
1,1,825.0360434763951,52.98348660392345,-11.631769785099777,-171263.57037232223,12.106157302856445,2.3393285274505615,-0.5659936666488647,-116.84878540039062,14.530497550964355,-9.995802879333496,2.6377370357513428,0.3791128396987915
2,1,672.4085351442484,144.64961900453423,156.23301029331563,-170682.43414842556,11.758747100830078,4.838402271270752,-0.9844059348106384,227.27545166015625,-13.956246376037598,15.80494213104248,2.2477574348449707,0.4448878765106201
3,2,474.6925411064528,222.3802112211763,828.1838673597747,-157616.25105525146,13.16023063659668,2.511286497116089,-0.3929969370365143,-198.76931762695312,12.904245376586914,-0.32791849970817566,4.2859416007995605,0.233320951461792
4,2,519.5758908030085,235.7530216261914,716.8201318134232,-158062.24999751075,12.43897533416748,2.1684110164642334,0.4035656750202179,-173.55831909179688,19.56480598449707,-1.0070703029632568,3.07464599609375,0.32524070143699646
5,2,520.6069890774764,228.45393379573252,738.0600640608019,-157988.85469179164,13.07791805267334,5.411343574523926,-0.9526808261871338,232.6905517578125,-17.87092399597168,5.129872798919678,4.126517295837402,0.24233511090278625
6,3,378.5378377654149,24.91509133795389,603.4964979527322,-179364.14380415351,10.647562026977539,1.4275563955307007,0.5428435206413269,-294.09490966796875,1.304029941558838,20.956567764282227,1.3474489450454712,0.7421431541442871
7,3,360.3967722761025,15.166257185425952,662.8308214071886,-179054.70001348443,9.745665550231934,5.718345642089844,1.0331547260284424,104.49244689941406,-58.66227722167969,-47.75978088378906,0.8894737958908081,1.1242601871490479
8,3,356.477438461275,16.644768053433992,665.3253631798488,-179025.08671732506,10.346480369567871,4.843067646026611,0.6254734992980957,270.6036376953125,-2.270206928253174,-32.823062896728516,1.17299485206604,0.8525186777114868
9,3,385.83953420366436,17.58608343777379,606.2988247752291,-179443.9644257459,11.503706932067871,4.88739013671875,-0.38374537229537964,300.8101806640625,-0.8454141616821289,10.006060600280762,1.9986714124679565,0.5003323554992676
