i,true_cluster_id,true_Jr,true_Jz,true_Jphi,true_energy,true_DM,true_ell_radian,true_bee_radian,true_HRV,true_pml,true_pmb,true_dist_kpc,true_parallax
0,0,12.642146018062743,15.345091541730921,2485.8525678169976,-140926.9981718619,11.937203407287598,3.7712273597717285,0.3534148335456848,237.48118591308594,36.019710540771484,-8.808757781982422,2.4402856826782227,0.4097880721092224
1,1,504.83402142218563,150.33267870842687,-329.3807361504004,-174010.28179508765,12.974815368652344,6.120572090148926,-0.6685225963592529,87.40926361083984,-7.391760349273682,10.196270942687988,3.9351658821105957,0.2541188895702362
2,1,571.9067866221724,77.21061841934565,-328.12348012790244,-174176.58402503488,13.075313568115234,0.6162611842155457,0.42849254608154297,-169.937255859375,0.41460248827934265,6.641038417816162,4.121570587158203,0.24262595176696777
3,2,438.82289324688077,283.8346199033651,954.5694148363444,-153881.49559060895,13.319013595581055,6.231673240661621,-0.7581403255462646,-93.55902099609375,-21.12966537475586,-7.734551429748535,4.611079692840576,0.21686895191669464
4,2,360.5735003328974,299.6718866731906,1113.57615168974,-152365.61344362245,13.394262313842773,6.020190715789795,0.5262484550476074,311.8530578613281,-16.586225509643555,-6.224306583404541,4.773671627044678,0.2094823569059372
5,2,403.2666412777427,232.32294934017654,1036.1019029892095,-154832.68260463758,13.419294357299805,4.112140655517578,1.069352149963379,230.5159454345703,6.622377395629883,-11.527288436889648,4.829018592834473,0.2070814073085785
6,3,351.1059416544385,817.5846655275985,-449.6836634712544,-155167.54159966722,12.864034652709961,4.217437744140625,-1.2231742143630981,121.55467224121094,11.557077407836914,2.960951805114746,3.7394423484802246,0.2674195468425751
7,3,347.70231368126224,672.9125896041463,-595.5137138645699,-155285.29105890094,12.038063049316406,0.07731030881404877,0.7661304473876953,-89.00736999511719,-13.556159019470215,-19.41429901123047,2.556304454803467,0.39118972420692444
8,3,335.8792982406531,674.5648937961298,-611.3327246391381,-155295.46165632215,11.894515991210938,0.4088593125343323,-0.9038092494010925,180.68350219726562,-21.000120162963867,-0.35479485988616943,2.392781972885132,0.41792356967926025
9,3,316.84937825502305,835.7684993561452,-535.0799085714151,-153779.10511939408,13.15412712097168,1.3981456756591797,-1.2327141761779785,21.836952209472656,-10.317127227783203,-9.764570236206055,4.273911476135254,0.23397770524024963
10,4,213.67343208537105,798.1797060757616,-1250.5883241560168,-141976.9424921308,12.977134704589844,5.825925350189209,-1.3687734603881836,-190.1761474609375,-3.7144930362701416,4.181014537811279,3.9393725395202637,0.25384753942489624
11,4,209.37986650548638,886.5708559770663,-1256.2996272073435,-140178.5322348767,13.30412769317627,5.19899320602417,-0.39721325039863586,136.6444854736328,-6.898691654205322,-10.127399444580078,4.579578399658203,0.21836070716381073
12,4,215.48146704249604,783.9627294824974,-1261.9756485293356,-142037.7325236738,12.219385147094727,0.4968707859516144,0.7810357809066772,202.0263671875,-9.483379364013672,6.903323650360107,2.778926134109497,0.35985124111175537
13,4,241.71671887840637,759.8533038535764,-1247.7422152706838,-142001.76241202178,13.18276596069336,6.015247821807861,0.8512411117553711,175.15176391601562,0.4079637825489044,3.6533138751983643,4.330652236938477,0.23091210424900055
14,4,213.7214316122609,773.9588586306198,-1272.1334660186494,-142047.18442701543,13.123258590698242,0.44822460412979126,0.8908312320709229,200.57818603515625,-6.2797770500183105,0.497387558221817,4.213583946228027,0.23732765018939972
15,5,41.270713577790886,241.04683859897358,1982.5088044579877,-144707.67423427003,12.538447380065918,4.827820777893066,-0.5734524130821228,344.365478515625,0.22499454021453857,22.93082618713379,3.218766689300537,0.31067800521850586
16,5,41.6791081666422,221.86786168059047,2012.8216102859808,-144523.46026248022,13.147527694702148,1.8191555738449097,0.47032853960990906,-359.97344970703125,6.840890407562256,13.23957347869873,4.260941982269287,0.2346898913383484
17,5,60.815371506383705,244.0564261913915,2019.1690352953494,-143257.67001894672,13.24278450012207,3.4277780055999756,-0.4095434546470642,141.72897338867188,18.815107345581055,-2.0320165157318115,4.4520182609558105,0.22461722791194916
18,5,48.38908026155299,231.1315240963877,1987.2946004578882,-144637.618364221,9.41102123260498,2.376950979232788,0.7604215145111084,-169.676025390625,91.97607421875,90.12590789794922,0.7624375820159912,1.3115828037261963
19,5,54.650376566488944,245.51881077756488,1955.5116728290268,-144767.04717231655,13.341160774230957,4.985369682312012,-0.525040328502655,377.66827392578125,-3.5328011512756348,14.167290687561035,4.658350944519043,0.21466824412345886
20,5,43.68938965942228,248.508405745379,1974.145151198299,-144631.17955942167,13.278873443603516,1.4646871089935303,-0.8165048360824585,-296.1457824707031,-0.692594051361084,-18.351200103759766,4.526625633239746,0.22091510891914368
21,6,490.18873883441535,24.60623439600744,508.2531369501036,-176224.27374322922,10.199828147888184,5.247733116149902,-1.1548820734024048,88.22415161132812,-49.203487396240234,37.864681243896484,1.0963914394378662,0.9120830297470093
22,6,512.8387659274149,22.10508980791113,456.19953058435203,-176729.394093802,10.598029136657715,1.9130525588989258,0.3925878703594208,-224.36253356933594,25.257307052612305,20.14600372314453,1.3170605897903442,0.7592664957046509
23,6,502.5680311556073,17.80406975959977,501.76507710176884,-176262.85823056605,12.147029876708984,1.641290545463562,-0.3706643581390381,-261.41064453125,6.992806434631348,-8.853104591369629,2.6878557205200195,0.37204378843307495
24,6,563.3880925394021,19.13867438903618,385.7322612717223,-176709.3886875824,10.125862121582031,0.8085842132568359,0.9893242716789246,-93.84101867675781,-56.45234298706055,23.043611526489258,1.0596745014190674,0.9436860084533691
25,6,501.8338699213983,16.92741006754245,504.45516064887926,-176274.185828353,10.227701187133789,3.0312650203704834,-1.0211354494094849,18.789382934570312,58.561004638671875,1.42706298828125,1.110555648803711,0.9004501700401306
