i,true_cluster_id,HRV_error,parallax_error,we_parallax,we_dist_kpc,we_pmb,we_pml,pml_error,we_HRV,true_ell_radian,we_DM,we_energy,we_Jphi,we_Jz,we_Jr,true_bee_radian,pmb_error
0,0,1.0,0.026324219679980616,0.19781758096900592,5.055162413277514,-7.284662605199754,6.507358994397303,0.035916162040227025,192.48765239362658,5.062219142913818,13.518675566259349,-146282.68575328498,488.00182587894597,387.07884042319887,865.8573222734334,0.7237317562103271,0.035916162040227025
1,1,1.0,0.017524377485834998,0.23217789422878435,4.307042250174843,7.39306730875319,8.370353370899066,0.023932530763898317,-229.5354262885446,3.218524217605591,13.17089566009904,-123209.99298030522,-778.6466501502555,2158.665039642609,357.6066369201302,-1.0502188205718994,0.023932530763898317
2,1,1.0,0.018894191367104164,0.3781910953673896,2.6441659051452837,26.719399030353582,11.465344434085852,0.02538304411854042,72.59709122615916,2.640840530395508,12.111443504878658,-118655.39953916465,-505.4177661144471,2671.5892920277734,431.36229591777766,0.7119478583335876,0.02538304411854042
3,2,1.0,0.016608908896830473,0.49764263662706676,2.0094741213852214,15.325611524458802,-26.681745436154422,0.022774049329019136,-435.72931004761375,0.706984281539917,11.515412087942664,-146828.2345262021,1859.0895693890739,23.45899175652913,258.28477044398096,0.3672175109386444,0.022774049329019136
4,2,1.0,0.018,2.1275528055493726,0.47002358643774383,-100.77731914350822,-195.18766517990068,0.024083189157584593,129.32393183622378,5.452781677246094,8.360598259920502,-146110.44161872624,1883.2026479204476,12.26259267916633,276.83004678214,1.14923095703125,0.024083189157584593
5,2,1.0,0.018,1.3422010290563824,0.7450448765510465,-77.90881378385609,-121.715258068866,0.024083189157584593,69.06109857340526,5.403515338897705,9.360912162744896,-143453.51784305455,1958.74134122208,15.381791000766151,303.65511755615256,1.3273131847381592,0.024083189157584593
6,3,1.0,0.02462634163487098,0.2811742736413265,3.556513144142152,0.5482950711103114,0.5137373390519485,0.03349940969880993,172.68031801688775,5.682487964630127,12.75512209050023,-147585.99553587392,-1356.6551428025232,644.2400497360434,73.98203176161947,-1.1209102869033813,0.03349940969880993
7,3,1.0,0.018,0.18360342731030158,5.446521422009927,-2.9018771294835397,2.830405483591945,0.024083189157584593,-142.76337515594187,1.5826549530029297,13.680596080596018,-137472.00189945576,-1425.8492505755885,992.9390409633774,112.56810643654177,0.8056294322013855,0.024083189157584593
8,3,1.0,0.018,0.3650241512828007,2.7395447574789507,-12.95305417459609,-4.67336830354503,0.024083189157584593,-128.08708664206404,5.074563503265381,12.188392000705893,-146870.42815022203,-1364.689953220955,664.2186273881505,75.48549682845234,0.9131604433059692,0.024083189157584593
9,3,1.0,0.018,0.5786627839121953,1.728122194483026,-0.5549126124472599,9.369107279170859,0.024083189157584593,-196.1017078565548,1.6174668073654175,11.187872239653714,-145817.07395215193,-1458.5878485472958,655.2831411460817,50.27075088085917,1.2282335758209229,0.024083189157584593
10,4,1.0,0.016079567223326045,0.49192541703094367,2.0328284845202393,-27.460802896253245,7.825773081626646,0.022275965931207398,-73.01583554897398,2.5768918991088867,11.540503687659637,-152801.4910853652,-519.7510348057791,386.6120682832756,656.3825995136046,-0.9795430898666382,0.022275965931207398
11,4,1.0,0.018,1.3802713468500625,0.7244952250020366,21.8461196584778,38.39654850530585,0.024083189157584593,229.7923149183098,4.9874982833862305,9.300177637358257,-154043.88733791132,-598.6235909205423,348.85000688994705,592.9987267717033,-0.8689168691635132,0.024083189157584593
12,4,1.0,0.023709098663686833,0.24236352136984168,4.1260334655478985,-13.990479705355858,-5.687696333590178,0.032194003500426595,24.343747261085795,0.14130209386348724,13.077663730696383,-155546.06807470752,-536.337454032528,378.04271421165066,591.1628520012272,-0.8046340346336365,0.032194003500426595
13,4,1.0,0.03132255354708371,0.23309746590919678,4.290050928265134,-10.253458871730054,-3.9190724021823513,0.0430044875948275,98.25905489220555,6.07749080657959,13.162312239167486,-156214.9488232228,-601.4596776462593,320.9559614286709,576.8223638271958,0.963247537612915,0.0430044875948275
14,4,1.0,0.018,0.28916107048996387,3.458280183793647,-0.41908333600976144,-13.944407664933816,0.024083189157584593,226.65155630063813,5.017597198486328,12.694300880701842,-156773.43459452997,-564.3103750297583,358.06538197643886,557.9029908038642,-0.7467443346977234,0.024083189157584593
15,5,1.0,0.018,0.5523344932761095,1.81049710306632,35.840583193647866,-21.479871379625028,0.024083189157584593,325.25778340800747,5.30283784866333,11.288989171246184,-154256.8915515506,1804.4340768483064,38.1986181347442,73.0074992832412,-0.7162149548530579,0.024083189157584593
16,5,1.0,0.018,1.199540835905065,0.8336523193439184,78.8917282969323,30.15763715652773,0.024083189157584593,301.4224363282984,4.287256240844727,9.604924813902358,-159558.69336037632,1620.3683922973942,24.3207279413047,86.59494829891845,-0.7374148368835449,0.024083189157584593
17,5,1.0,0.018,0.40169041347400203,2.489479376297641,-11.147939516486648,6.1614470636668885,0.024083189157584593,415.00875483622053,4.849343776702881,11.980542663908505,-156573.4563059734,1693.3079637205733,34.38539827049423,96.01970188396311,0.35605093836784363,0.024083189157584593
18,5,1.0,0.018,0.3862971494710459,2.5886807639385725,-4.494809138814192,-41.461923594585734,0.024083189157584593,185.30605851380588,5.833355903625488,12.065392482749402,-152058.95938214782,1737.2394161352292,39.16396890490446,176.20618374927372,0.39983901381492615,0.024083189157584593
19,5,1.0,0.01995227332378914,0.35264660908038914,2.835700030145591,-12.033026690889193,18.070825919691252,0.026849242134671394,294.6837478054225,4.132315158843994,12.263301439073583,-157917.59141844892,1650.602604254808,38.01892167901682,88.80412815968896,0.5288770198822021,0.026849242134671394
20,5,1.0,0.016758854983536176,0.27710448732772935,3.608747045721088,9.87926950438938,5.123952345595521,0.022915148703418167,398.79631149359045,4.537741661071777,12.786782206781876,-155422.73414175204,1774.0323827073382,37.08513199035372,65.57021902006427,-0.41247066855430603,0.022915148703418167
21,6,1.0,0.028148075777194075,0.16508492139431322,6.057488422043417,10.933347681961845,-20.535431706129,0.0385053250880773,112.0298699444795,5.584566593170166,13.911462963616469,-84339.85868684227,1980.0983492471412,1241.9556737696007,3258.1312883044475,-0.9538223147392273,0.0385053250880773
22,6,1.0,0.022454508529902426,0.22202766723245682,4.503943190796252,10.089849767097618,6.432297343229749,0.03040874960757573,341.79339341232355,4.287479400634766,13.267964520140845,-147510.5846552023,1367.7366053622989,469.2105020606644,200.09641711786435,-0.9335896372795105,0.03040874960757573
23,6,1.0,0.018,1.1689647351469905,0.8554577994812271,-16.1767721281359,-99.6507691131046,0.024083189157584593,270.6207594322101,5.595914363861084,9.660992951299773,-146786.78394545935,1414.6226344276656,463.31203005063634,193.0203000215071,-0.5353689193725586,0.024083189157584593
24,6,1.0,0.018,0.2586840043906864,3.8657202727143334,-9.15090365416769,23.765019931724165,0.024083189157584593,-64.76015483617347,3.178069591522217,12.936152124288009,-143512.34802824905,1617.8584895040362,466.44896227205203,156.7217123976335,1.5269389152526855,0.024083189157584593
25,6,1.0,0.018,0.18068575105825174,5.5344707269009135,0.42395746333402295,13.634239472482653,0.024083189157584593,-252.24412581739213,2.0859203338623047,13.715380473519943,-130040.30608537249,2169.04653377233,555.0198252962973,217.6048183397998,-0.41979044675827026,0.024083189157584593
26,6,1.0,0.015072287752402314,0.2956220852241394,3.382697200183147,21.9728896874504,-13.208658414128472,0.021328294704499966,284.73893936968705,4.977429389953613,12.646315619777674,-143370.23173170944,1480.68374402469,502.17083523001844,227.3646106371631,-0.6038807034492493,0.021328294704499966
27,6,1.0,0.018,0.313383325592551,3.1909802415593793,21.78327697342062,-29.03067782951691,0.024083189157584593,-134.69350611393054,0.4757912755012512,12.519620575326218,-133533.50154995863,1668.1174319401828,464.61755906337095,488.03158198142546,0.5787869095802307,0.024083189157584593
28,7,1.0,0.017732575874749194,0.26425462551892814,3.7842289346355136,-2.1301007122533226,-28.227114343267306,0.024152976144543405,53.67286288404648,5.934980869293213,12.889887010267959,-161755.1536442549,1193.9479282578006,139.49970296709543,211.28892241364875,0.571383535861969,0.024152976144543405
29,7,1.0,0.015189391947523969,0.22129214502746614,4.518913221596198,3.9612702117350125,-14.89169639467224,0.021438459873131758,-318.9874763856292,0.7799193859100342,13.275170007448462,-170986.552425422,1082.9309642354308,100.15074299995035,133.13316288226568,0.434492826461792,0.021438459873131758
30,7,1.0,0.01633919559363204,0.21646293875381845,4.619728466022962,-1.3273396079675264,-24.54922297191172,0.022677773858035447,96.5670943377901,6.040013790130615,13.32308224880501,-163424.03115918828,1141.8260039766014,129.99904586295753,217.2187741587474,-0.3975215256214142,0.022677773858035447
31,7,1.0,0.02900251929547937,0.24095596246888928,4.150135940832398,-2.2683106635449723,-20.949100292251913,0.03971631691465403,-218.70757871300162,0.39980217814445496,13.090311612941719,-179969.15508907806,1051.3473950194486,83.37607661499766,16.028566924867622,-0.36160242557525635,0.03971631691465403
32,7,1.0,0.015769375355359563,0.24477772342440418,4.08533908237297,-3.7066301203131187,-26.180438842672405,0.02207459675131789,-22.905244598896253,0.07925926893949509,13.05614054362244,-171909.5084721196,1110.9717000515113,105.15622958289276,92.51480401472742,0.36557701230049133,0.02207459675131789
