i,true_cluster_id,true_Jr,true_Jz,true_Jphi,true_energy,true_DM,true_ell_radian,true_bee_radian,true_HRV,true_pml,true_pmb,true_dist_kpc,true_parallax
0,0,858.0681061172721,342.5784254831149,122.88543228678463,-155677.38966895588,13.047408103942871,5.062219142913818,0.7237317562103271,192.87503051757812,6.53397274017334,-7.2730536460876465,4.068942546844482,0.2457641065120697
1,1,396.9908127260021,2586.8551857420416,-543.1874624689528,-119853.21974747302,13.44216537475586,3.218524217605591,-1.0502188205718994,-228.8228302001953,8.389368057250977,7.419689178466797,4.880149841308594,0.2049117386341095
2,1,392.3637788542739,2599.8333759695397,-532.0178241537787,-119944.49701638654,12.082810401916504,2.640840530395508,0.7119478583335876,72.72514343261719,11.47749137878418,26.682329177856445,2.6095287799835205,0.3832109570503235
3,2,259.7655049454468,23.132259354132415,1912.8150464437092,-145556.91710133618,11.604433059692383,0.706984281539917,0.3672175109386444,-436.2393798828125,-26.676301956176758,15.335136413574219,2.0935657024383545,0.47765398025512695
4,2,283.0229322675435,12.42808485897073,1900.2642385786457,-145512.4982150375,8.369965553283691,5.452781677246094,1.14923095703125,130.125,-195.18057250976562,-100.7795181274414,0.4720555245876312,2.1183948516845703
5,2,279.0254933304051,14.787930057519066,1901.260849902251,-145534.77314622712,9.328099250793457,5.403515338897705,1.3273131847381592,68.85646057128906,-121.71646118164062,-77.89949035644531,0.7338712811470032,1.3626368045806885
6,3,76.04408026229655,663.8542619271115,-1347.5759415641498,-147244.75734349617,12.798194885253906,5.682487964630127,-1.1209102869033813,174.329345703125,0.5196250677108765,0.5431293249130249,3.627763509750366,0.2756519317626953
7,3,53.911329703290455,676.1411918475445,-1436.31921227189,-145698.1481844737,13.15817642211914,1.5826549530029297,0.8056294322013855,-141.57174682617188,2.784315347671509,-2.9006617069244385,4.281886577606201,0.23354192078113556
8,3,74.53976249430737,685.9086947400616,-1328.0768536444652,-147198.17576487712,12.243529319763184,5.074563503265381,0.9131604433059692,-126.8616714477539,-4.688625335693359,-12.96562385559082,2.809997320175171,0.3558722138404846
9,3,51.430425039382,662.2220872831424,-1456.4495962548165,-145663.66802046722,11.199695587158203,1.6174668073654175,1.2282335758209229,-196.92845153808594,9.366518020629883,-0.5627182126045227,1.7375575304031372,0.5755205154418945
10,4,652.0237951979777,372.5458566983111,-529.5968756839147,-153138.97787489565,11.522612571716309,2.5768918991088867,-0.9795430898666382,-72.79518127441406,7.848978519439697,-27.474475860595703,2.016148328781128,0.49599525332450867
11,4,594.7193956378328,348.5339402119121,-598.6875372067442,-153982.46562970904,9.306049346923828,4.9874982833862305,-0.8689168691635132,229.7310791015625,38.39724349975586,21.816679000854492,0.7264569401741028,1.3765441179275513
12,4,639.0696322773432,387.4620747510431,-504.8147402482,-154147.6941143742,13.136664390563965,0.14130209386348724,-0.8046340346336365,25.493255615234375,-5.688125133514404,-13.986680030822754,4.239678859710693,0.23586691915988922
13,4,655.7688020830647,395.0858675787308,-509.58971587991977,-153203.62571570114,13.354567527770996,6.07749080657959,0.963247537612915,99.15907287597656,-3.824387311935425,-10.223812103271484,4.687199592590332,0.21334700286388397
14,4,641.7059115475835,330.20483110825955,-592.1124257564078,-153528.52573217425,12.85590934753418,5.017597198486328,-0.7467443346977234,227.58102416992188,-13.929389953613281,-0.3904016315937042,3.725476026535034,0.26842206716537476
15,5,71.78271413515093,34.28154796604582,1750.1889967004606,-155963.69723824994,11.225899696350098,5.30283784866333,-0.7162149548530579,325.4302673339844,-21.48320960998535,35.830806732177734,1.7586519718170166,0.5686173439025879
16,5,72.98482465241476,34.65958542640239,1709.5323007016789,-157032.08378368153,9.692474365234375,4.287256240844727,-0.7374148368835449,302.11798095703125,30.17523193359375,78.91126251220703,0.867950439453125,1.1521395444869995
17,5,96.23891025161528,37.97340096791197,1659.2312341920115,-157363.6777435332,11.877894401550293,4.849343776702881,0.35605093836784363,415.0713806152344,6.155975818634033,-11.118012428283691,2.3745365142822266,0.4211348295211792
18,5,88.76617730797474,36.762452774206494,1637.0833452160182,-158358.2469522697,11.952771186828613,5.833355903625488,0.39983901381492615,185.9886474609375,-41.449398040771484,-4.4623517990112305,2.45784330368042,0.4068607687950134
19,5,79.66794724140026,38.0744203163322,1689.1937788371704,-157185.73519678172,12.2924222946167,4.132315158843994,0.5288770198822021,295.7159729003906,18.040592193603516,-12.057106971740723,2.8739843368530273,0.34794899821281433
20,5,75.43591268902604,32.98343020688971,1707.106007022707,-157086.3235397868,12.66912841796875,4.537741661071777,-0.41247066855430603,397.7821350097656,5.123727798461914,9.881072044372559,3.418421745300293,0.29253265261650085
21,6,179.88276809789963,438.1447149469226,1451.44321994789,-147069.30544520056,13.28062915802002,5.584566593170166,-0.9538223147392273,112.6343002319336,-20.580738067626953,10.927276611328125,4.530287742614746,0.2207365334033966
22,6,199.60444100536304,463.7042276568105,1387.8274709605853,-147212.1020062275,13.286589622497559,4.287479400634766,-0.9335896372795105,342.0215148925781,6.434510231018066,10.085518836975098,4.5427398681640625,0.22013147175312042
23,6,189.28885365747345,463.0930702946725,1406.068567266697,-147104.11851125202,9.655418395996094,5.595914363861084,-0.5353689193725586,269.92034912109375,-99.6424560546875,-16.20340347290039,0.8532645106315613,1.1719695329666138
24,6,144.65046884019986,455.39914903123844,1556.8688781961916,-145455.97514574253,12.895488739013672,3.178069591522217,1.5269389152526855,-65.93310546875,23.81810188293457,-9.14310359954834,3.794003963470459,0.2635737955570221
25,6,141.39033594622327,531.2844096512384,1472.5216553648897,-145545.96141489447,13.314971923828125,2.0859203338623047,-0.41979044675827026,-251.41856384277344,13.595392227172852,0.4437558352947235,4.602506160736084,0.21727293729782104
