i,true_cluster_id,true_Jr,true_Jz,true_Jphi,true_energy,true_parallax
0,0,425.4686453354657,43.22117104845353,-802.6647797326476,-168281.1481838887,0.44562119245529175
1,1,667.7446734102631,22.471303745703636,1176.0179899353204,-148741.21180814237,0.49279338121414185
2,1,677.8389643166678,23.925447515278606,1139.6517485419088,-149175.36664124313,0.23355215787887573
3,2,834.9820260045477,23.926750405035456,-4.761712560451996,-172812.9507353299,0.5533735156059265
4,2,778.1389885518618,74.4369487114781,-24.245247966590785,-172233.9756628915,0.5184460282325745
5,2,763.6772054318641,62.607013115535395,-63.76232148389498,-172403.4289803684,0.3265230655670166
6,3,558.2345134850518,119.74419792257213,-588.5568685813573,-164578.5220652857,0.28664132952690125
7,3,572.697023912375,130.76451992943103,-532.6065948537188,-165033.58364240403,0.20264682173728943
8,3,520.9356886910439,124.71462723523594,-651.4539771640557,-164256.83732209442,0.2417168766260147
9,3,578.1706813786863,175.96123644005803,-477.4075149006573,-164530.31695272322,0.2337464839220047
10,4,177.45380879669645,87.99879331887084,1072.2831494600125,-169621.053561902,0.26709941029548645
11,4,181.86996943308532,94.86353581676893,1031.7276153005923,-170470.8972893948,0.36668479442596436
12,4,177.4015540224127,84.67756991043217,1087.0783456770296,-169319.45365940616,0.28501132130622864
13,4,180.08010231818386,93.15978353455233,1063.267974056047,-169558.95116398964,0.3216607868671417
14,4,181.9869306169024,102.97061004674599,1017.8864120539474,-170515.20531498845,0.22664625942707062
15,5,406.51587089155095,195.10822162640358,-1146.331274721295,-153111.19819487093,0.2232159972190857
16,5,430.40781256495194,173.38039893187383,-1124.1621674713267,-153478.07534335245,0.23380665481090546
17,5,513.9745844802535,154.15667555050797,-995.6375568171062,-154077.6250278818,0.32335835695266724
18,5,467.39074480233734,197.17105316406165,-1016.125998930709,-153767.9696504272,0.2851836383342743
19,5,497.29250296384345,171.1685166128868,-1012.6819335835081,-153763.2982422978,0.21227344870567322
20,5,497.89448655569913,175.20818085632973,-992.0567204979234,-154053.39908238195,0.24988126754760742
21,6,714.8325251027479,108.96349709258014,796.0042470795815,-152861.23011011558,0.28168177604675293
22,6,755.862066336335,107.78254136164061,677.3905702711054,-154104.60893129013,0.31017255783081055
23,6,680.1685932345032,137.84078263061352,782.8526241549989,-153518.42261377032,0.24913568794727325
24,6,710.3450330685795,117.34932640095363,760.5284450036489,-153461.91062146937,0.22591657936573029
25,6,745.278075922465,146.80738220405846,695.2305621563938,-152690.85409514935,0.2096155732870102
26,6,731.1808529166569,160.48120915180425,696.5605704687912,-152713.369230189,0.23988045752048492
27,6,700.8427632988593,125.08204665602004,837.612247135337,-151869.02628244902,0.24860656261444092
28,7,357.80417281513627,596.2729290699659,-399.21650704623966,-163373.64554724738,0.25142958760261536
29,7,369.5634664879029,584.5005017208586,-378.62334334988736,-163452.3788281434,0.2216653823852539
30,7,368.2895391858392,593.0745404174825,-386.41893489244916,-163372.67239023038,0.2700507342815399
31,7,412.39652294863674,526.9560761744858,-349.2436800890964,-164038.23847862362,0.2698075473308563
32,7,358.18482330258246,551.4198973164854,-442.6787890658886,-163334.2677860752,0.23531880974769592
33,7,402.82841602835214,488.88620190170536,-410.43529875488997,-164024.97866297068,0.23933233320713043
34,7,411.2726534875268,545.3432956306425,-319.4032192329678,-164933.2768871888,0.3875984251499176
35,7,435.2191036046827,486.70152512638117,-359.22307172528957,-164255.63049684465,0.2036893367767334
36,8,671.0433998196216,1513.3325127081227,731.0410251801804,-126781.09763588881,0.2197514921426773
37,8,701.1577859300149,1549.4743155786355,752.4237100212121,-125207.27126986257,0.22937439382076263
38,8,652.119814352869,1676.3949292558582,688.9068308616843,-125260.0205103757,0.26023656129837036
39,8,700.0928864464797,1575.0738262537009,728.021278154054,-125241.9864602114,0.2323196679353714
40,8,734.663922856899,1532.4504355436422,726.6699282583795,-125190.15010538307,0.25290557742118835
41,8,651.3218511068359,1559.9330791928896,707.8057895892488,-126819.18148405096,0.2577594518661499
42,8,663.1763948197251,1517.074219016877,733.1193987648949,-126804.63098414097,0.20397433638572693
43,8,723.2704739539806,1524.192233818809,749.1873060244401,-125192.24902289693,0.22103047370910645
44,8,667.9860416556493,1596.7528966128216,750.1826294133971,-125243.33975472453,0.21401400864124298
45,9,393.6519336790523,396.4960109344075,-996.0433384232603,-151037.63976251098,0.5254786610603333
46,9,424.16219192531236,353.9863502714994,-1078.5898525661319,-149473.77699989022,0.2227274775505066
47,9,394.3886108415788,413.73657569952763,-982.6950922466312,-151181.45974832136,0.2031150609254837
48,9,395.32874183661977,409.8779430868497,-983.8045839825749,-151140.7979901916,0.24004577100276947
