i,true_cluster_id,true_Jr,true_Jz,true_Jphi,true_energy,true_parallax
0,0,567.5164532267469,446.4537714723929,-364.02426902728433,-159124.61928700237,0.23667722940444946
1,1,687.4515240273729,287.2259434723926,1001.2312620541014,-144000.73527903817,0.26060256361961365
2,1,537.2700483829896,416.0393236662421,932.0862255362442,-147320.3561297114,0.20910915732383728
3,2,635.2681329450752,113.44532640290396,-661.9131208565824,-159255.34499837842,0.22409339249134064
4,2,641.8728290575325,109.73748694918606,-643.9188914418372,-159450.02056076808,0.2525601089000702
5,2,589.9941761775435,118.2163601807904,-740.7973096545775,-158939.89994166317,0.3132379651069641
6,3,649.2031689228832,417.6872789764506,297.6444336465083,-157901.4228379384,0.20462103188037872
7,3,668.3347698172763,265.0159405740015,392.1318111419329,-159460.70303678335,0.2610018849372864
8,3,630.4481188661698,323.80307212401,406.56465189242954,-159065.96308132622,0.2420908510684967
9,3,587.7358638226563,470.10057680904447,303.51041824961476,-158985.86905595646,0.23019924759864807
10,4,601.4668319599799,492.6487215226118,-450.65233752041615,-154108.51617974744,0.21421712636947632
11,4,625.421682976436,429.2539120528836,-502.77198853593296,-153597.60089939804,0.2191120684146881
12,4,620.316774058978,438.306119666844,-536.6447754668661,-152656.3680654519,0.22513288259506226
13,4,613.6792738102044,420.3732866971839,-595.2434059574299,-152048.87919776663,0.2708509862422943
14,4,720.6318491184343,266.3435112089837,-557.6984975226186,-152994.9761981846,0.2258421778678894
15,5,103.85690631657313,69.62638443010059,-1460.998921866382,-161434.34372566405,0.2904498279094696
16,5,59.78485918443529,51.463413791664244,-1685.2327741906554,-157517.09983652938,0.36729565262794495
17,5,69.37371173329707,57.78555624166902,-1615.3482765802228,-158878.74157796882,0.3159272372722626
18,5,76.87439256752558,36.41179431945539,-1604.8483572660214,-159830.03730701824,0.40609803795814514
19,5,67.12394184704995,51.19809082532072,-1630.467921720631,-158814.44969816186,0.235391303896904
20,5,66.33050735084237,49.51690045699338,-1674.2774494051262,-157654.85414492397,0.5136681199073792
21,6,693.469527824827,100.38824644300112,120.82750245146734,-172466.50420514357,0.30671069025993347
22,6,693.9477570979443,80.82895832395931,138.87954535125525,-173045.8217437436,0.22599324584007263
23,6,659.8037510331127,116.36624703316004,138.05194986321112,-172995.9231241599,0.2726001739501953
24,6,715.5099390555456,87.28657500363923,93.74763112585798,-172833.26333370924,0.2204705774784088
25,6,678.233342874429,96.66475016559124,144.45296905070063,-172914.83280501902,0.2617606520652771
26,6,693.6409232741178,101.23496540968326,119.17735140121295,-172608.0256900022,0.36225593090057373
27,6,675.4956619189405,99.51277219045006,138.39205703274206,-173026.390748274,0.24392732977867126
28,7,328.51956561987595,596.7689206563756,-723.5140368229839,-154918.6645457681,0.27649685740470886
29,7,286.4203135224511,644.4047892664563,-736.7459889498041,-154881.26033682268,0.22057166695594788
30,7,314.56202592384244,603.6008773008075,-735.7341050004183,-154999.18242947414,0.20283736288547516
31,7,246.17834659832792,746.9408826593095,-743.0690769790881,-153466.7602020367,0.2797152101993561
32,7,324.76138947668886,677.8097324679628,-641.0817054720246,-154989.1949390652,0.20945243537425995
33,7,255.02170989699098,709.6412507671728,-769.6053433305774,-153478.93793750822,0.21311745047569275
34,7,243.53293661570754,670.8298380949361,-834.7719543914427,-153414.65619392588,0.20658250153064728
35,7,257.35774942822127,713.9275652079644,-759.8258952416326,-153486.2474900815,0.21454334259033203
36,8,545.1535349332295,741.580030684294,-424.81165473392224,-150284.57948791323,0.2859315574169159
37,8,489.82842462882616,747.8386425851858,-378.53394196550295,-153231.61944941737,0.36561504006385803
38,8,544.7529772566094,734.6492074002437,-409.83114987925137,-150801.70950166724,0.31322816014289856
39,8,537.9684743694853,745.4933252239069,-417.7204566025275,-150665.97828432152,0.21216323971748352
40,8,501.32496393394706,746.2362256473717,-389.20226147724674,-152762.15739356307,0.22061309218406677
41,8,522.8012621318687,690.0015025833728,-435.6819648966703,-151866.17072638628,0.3371069133281708
42,8,469.33863580262374,701.9822746448644,-480.64660876208467,-152950.383923234,0.21378935873508453
43,8,609.1850770229055,544.7927725160295,-447.138380436526,-152560.5550893731,0.20203132927417755
44,8,542.5357573683656,696.3787160789478,-385.7908835685703,-152392.20309599975,0.21009713411331177
45,9,201.23801458356613,218.2032449719375,-1314.7201466489396,-155872.8964199923,0.26558053493499756
46,9,189.9125679793668,224.7599911321262,-1273.8309392747726,-157251.06486559755,0.2914704978466034
47,9,197.25171409706482,237.14539406930132,-1391.1700853232273,-153460.18583993576,0.3220008909702301
48,9,215.60734259784783,212.35176479601856,-1353.8091485367986,-154536.44117100426,0.22724279761314392
49,9,196.3217418910272,223.86323338656575,-1266.226494420524,-157241.7843834896,0.2344353049993515
50,9,209.48901224838755,212.34524183317058,-1352.701402342038,-154780.057954045,0.27059656381607056
51,9,200.06832216366038,208.79574558548006,-1380.005719468856,-154508.65025012734,0.4870450496673584
52,9,219.61234998531665,215.38456937119463,-1285.7171693979462,-155958.97869839033,0.48855918645858765
53,9,210.92216809701816,206.43077598402252,-1316.4552911037954,-155836.43423835546,0.22039145231246948
54,9,219.2912162597597,229.8390444637113,-1269.7286536582133,-156050.81422513598,0.2521125078201294
55,10,393.404581194175,285.31379877246246,938.134091745822,-156065.3032518327,0.30214443802833557
56,11,470.5904711399651,144.512225473781,845.6312247548047,-160192.07986084308,0.2141195386648178
57,11,467.991517200919,143.80619203829016,848.992270500974,-160194.615257874,0.2679562270641327
58,12,170.32264407356928,19.295977552506308,-1196.3967856306608,-169611.19755481626,0.6354631185531616
59,12,201.4904033629783,16.137180153363992,-1121.081538131734,-170801.52729737453,1.3540886640548706
60,12,150.1087391545888,15.536517382587531,-1268.5822657366682,-168387.1633527872,0.6069315671920776
61,13,991.8412705115727,51.59992929881928,-949.6075470069245,-141867.99128497858,0.45938581228256226
62,13,993.7347697356415,41.425154993422524,-967.062627256983,-141853.80759355653,0.5363912582397461
63,13,946.4470452738301,82.84919809119114,-977.7572361072307,-141858.0036084054,0.22214780747890472
64,13,911.8971630468602,32.289765738737614,-970.8966004976612,-144555.9736946748,0.22621963918209076
65,14,94.28019047383636,79.32624640720613,1362.1490945398743,-164531.62712555984,0.376941055059433
66,14,91.68570990137724,69.00146264879399,1385.0574237411674,-164408.9889719436,0.7294665575027466
67,14,99.50422503884158,65.28652262708547,1375.0541685452663,-164547.1463016965,0.3559367060661316
68,14,86.88171724367598,72.13835647578291,1389.2709313424791,-164372.41622109408,0.5305145978927612
69,14,111.38302949290878,73.68105270489876,1308.7870374159093,-165712.2504177681,0.45797768235206604
70,15,1486.8116821141014,97.60876025184322,-81.19417676658031,-141058.88270656907,0.30654656887054443
71,15,1585.7504752808877,82.19110547232376,-56.290482463431495,-139004.72400788555,0.22468926012516022
72,15,1560.563035842029,78.13062019400265,-100.64226593163994,-139179.92197859084,0.43401721119880676
73,15,1584.420658504401,88.01492537800921,-7.467874246743975,-139218.7566680038,0.24931493401527405
74,15,1553.4783621345246,61.984624775926164,-219.3429097179105,-137979.92720122158,0.3369933068752289
75,15,1615.0704942464986,22.207757533057706,-42.77570400458398,-140182.46866873367,0.3423345685005188
76,16,1884.0014913616842,33.38559333972215,-2240.380113387764,-106552.20072629052,0.2994774580001831
77,16,1866.6264397574932,37.44428980943742,-2265.1497642754985,-106525.26225977109,0.45183801651000977
78,16,1677.3097186683199,42.66125236358491,-2182.7358086858585,-110070.65221917228,0.4111940264701843
79,16,1812.3760332289828,27.964502857097823,-2350.803798345474,-106591.30057076138,0.36847490072250366
80,16,1965.058964124044,33.90315788134398,-2348.159402442909,-104431.73611221043,0.44095680117607117
81,16,1825.670418959218,41.09222423903556,-2314.274448002288,-106601.78179629098,0.2480190396308899
82,16,1689.4085664332288,18.30985039202592,-2192.496876932457,-110106.92218106816,0.8547666668891907
83,17,438.75090051496045,614.3337203410432,420.05011433757176,-158483.9940413167,0.21055389940738678
84,17,447.9620274732303,632.840567707239,413.4499713048972,-157346.0081254211,0.2710043489933014
85,17,431.4421302873356,558.5583175165993,531.695101678186,-156960.86577025877,0.37894633412361145
86,17,456.93157678376133,678.6652707574483,352.797485410083,-157321.4380553846,0.20166732370853424
87,17,489.77030670317623,545.1374475532529,417.31219636660734,-157934.19340685094,0.20541654527187347
88,17,440.5724600199653,643.5238320420644,403.50153561783003,-157372.71174855233,0.3523772060871124
89,17,439.51598196168806,646.2651583380746,404.4466572887321,-157394.77665401247,0.23876893520355225
90,17,441.00539481126015,628.3003801276085,466.1492904502884,-155961.96684738793,0.553119957447052
91,18,607.805318345081,50.68592139799417,3042.192911105721,-117790.11674622717,0.38439318537712097
92,18,510.29910748950965,53.37254011556344,2839.7553067319777,-122243.16659627613,0.8953831791877747
93,18,683.4338439541488,58.04410420091693,3075.7038831314585,-115947.13192774513,0.24647465348243713
94,18,621.1049856478708,68.92424390956769,2997.383007425842,-117844.13187156123,0.24855034053325653
95,18,513.904277628015,44.16568738799413,2844.156544171457,-122268.21700436305,0.4957803785800934
96,18,629.888846675596,70.36738092360449,2981.110082648948,-117868.72100887145,0.20108428597450256
97,18,619.4707339149478,57.31689129483612,2807.113610690868,-120528.12138878659,0.297863245010376
98,18,619.4959204023345,50.894271062732734,3024.8909818689244,-117798.96888502268,0.3369370698928833
99,18,515.3974099293607,52.12750975487738,2829.5813845004154,-122305.65509893358,0.23436671495437622
100,19,322.30404943625496,7.072111717575465,774.5115780277283,-177640.82354251872,0.8773308992385864
101,19,320.324838060895,10.558455046177746,774.7525977062357,-177461.91977467373,0.5991557240486145
102,19,320.25145228126013,8.918873029683557,777.8802642291521,-177482.8514668208,1.6654810905456543
103,19,321.59009776702294,7.488823172177575,777.7689884525336,-177534.04805524144,0.7858570218086243
104,19,324.8646391331903,6.949930638558225,772.8545087896485,-177570.53218470968,1.800223708152771
105,19,319.2872033104126,8.429963248214902,780.6205495909378,-177472.22555246874,0.8287202715873718
106,19,322.56750290093095,7.31163374349671,776.5892889588496,-177523.84451392165,1.439146876335144
107,19,263.29613921959333,5.118175664043159,909.4967085931894,-175989.66647842203,2.2682669162750244
108,19,318.6443526211373,10.47372935475254,778.0070494700241,-177442.2975561099,0.8756486177444458
109,19,262.75235331845937,5.977198585362403,907.5158878548385,-176047.36412187057,2.5683298110961914
110,20,435.26324300296056,68.602595885462,880.2115536280635,-164037.46040461236,0.4289076626300812
111,21,308.18733637360384,72.24930749053067,-1173.9309632074494,-160883.48164192095,0.3835723400115967
112,21,312.6762461752292,61.58286834652488,-1149.67344997952,-161860.07627625228,0.41279810667037964
113,22,453.56333990272697,202.6368901547782,-698.2271474425651,-162943.53624045185,0.2388811856508255
114,22,491.1995178761988,201.9696268331457,-615.1929669215966,-163744.89110964444,0.339607298374176
115,22,480.2414476429596,217.199306845774,-617.0766990054452,-163651.30861997788,0.2380441129207611
116,23,400.4492948878573,671.4552856187855,166.72969639178382,-167192.3823363985,0.3487221300601959
117,23,440.15025650613853,574.9358684972872,221.40807069855873,-165593.90221925813,0.2758808135986328
118,23,306.2666829261861,768.0401082445472,225.75210226403485,-164706.24677678398,0.20142732560634613
119,23,379.3954520866314,617.9822844834839,238.2273211138526,-166471.16499147943,0.2835142910480499
120,24,360.5665593020863,293.61206848005304,-677.6874083138755,-164495.87232509552,0.23158469796180725
121,24,365.9739193380647,282.8731035904267,-671.6768680340392,-164892.91443342835,0.22433046996593475
122,24,364.31282818307545,262.32230136097974,-708.9116010407471,-164534.0208019514,0.22540965676307678
123,24,364.4841614644129,289.04767616213303,-669.5374475288023,-164760.2666537545,0.20721380412578583
124,24,320.9877560077154,273.12428919557016,-783.2911684615246,-164093.66650231858,0.2269734889268875
125,25,40.390171013312475,232.49794626413743,-2245.6651251413787,-139471.5274857791,0.20554953813552856
126,25,40.50133294015557,196.47272124230852,-2144.9215337045716,-142368.09300451708,0.4551714062690735
127,25,19.887650723723002,194.1777446314312,-2178.5503982754763,-142334.08218051138,0.3969079256057739
128,25,16.88598087469138,242.46648530325683,-2185.874661608198,-141110.51003219007,0.23212717473506927
129,25,23.58036194139704,208.12317857708146,-2156.418725007059,-142346.70131907743,0.23889797925949097
130,25,28.306573074759147,249.10313587429002,-2242.8660997661136,-139487.98717336493,0.20418688654899597
131,26,98.5045110328383,1280.9040575840336,-537.2603609039686,-150204.40465381867,0.4594518840312958
132,26,115.51240485711084,1237.5563084807427,-498.3922507157032,-151609.71837541746,0.2493462711572647
133,26,93.41203963953849,1312.613773283587,-514.0181703953986,-150176.7549820384,0.24831628799438477
134,26,120.46221729317588,1260.9233831127533,-471.6824358270651,-151528.90721704488,0.2154083102941513
135,26,108.01260142753196,1241.7404062193605,-511.0454211844686,-151499.7812770636,0.2538076937198639
136,26,76.01850782460595,1271.0036944113149,-581.6564176360301,-150193.92248613818,0.23998795449733734
137,26,89.93022079310427,1268.4943242450604,-514.3874883449959,-151452.04502254454,0.29603254795074463
138,27,111.79444678479436,139.3597713675733,1288.490173735108,-163383.17145320022,0.241380974650383
139,27,105.31359419738627,167.70931946012502,1226.247289236444,-164545.47041153893,0.22324468195438385
140,27,87.51384935534763,142.14708992226227,1330.229856611792,-163122.29708688674,0.25190913677215576
141,27,111.53433425203077,149.55350406198727,1273.5011537309583,-163476.63562243918,0.23260262608528137
142,27,112.21355596634766,141.78725414271227,1254.335142029884,-164351.33780510983,0.29142552614212036
143,27,116.43212946281368,114.16958322773333,1253.2758231605226,-165391.37555760928,0.32078665494918823
144,27,122.7079446950965,123.88274134691557,1228.534624662168,-165439.49594701183,0.24441203474998474
145,27,125.90775070611326,135.25938598038613,1240.4465193834674,-164425.3352869964,0.2708202302455902
146,28,204.50889173930838,637.8725801084786,794.291930802312,-156915.8535244746,0.20738744735717773
147,28,183.93389377624874,703.6984929504234,748.585259935212,-156916.89944421552,0.5376052260398865
148,28,215.0881894316683,666.109616243284,688.8122462260762,-158594.17990425063,0.23951490223407745
149,28,247.3419955265795,581.7903569852216,719.4624667710596,-158706.33007330855,0.21273182332515717
150,28,195.48087787511244,647.7860078449506,791.2430483655007,-157018.33931327358,0.3507671356201172
151,28,175.3704958802841,701.5437384418657,818.0570682241014,-155630.76296452092,0.22687669098377228
152,28,204.8069478552445,703.3209534080261,721.0275304453024,-156932.30515095216,0.2262735664844513
153,28,191.50114086940812,771.092519608362,708.064504845086,-155881.3476094607,0.29858115315437317
154,28,200.05152362441137,655.2816364996895,728.5542288579417,-158207.02140058836,0.21740297973155975
155,29,559.263424207736,204.38015282664372,326.63337012465496,-168611.7535010499,0.2525806128978729
