i,true_cluster_id,HRV_error,parallax_error,we_parallax,we_dist_kpc,we_pmb,we_pml,pml_error,we_HRV,true_ell_radian,we_DM,we_energy,we_Jphi,we_Jz,we_Jr,true_bee_radian,pmb_error
0,0,1.0,0.02411004209783421,0.24750163636481468,4.040377327146278,-3.639237475042855,-20.937672368390388,0.0327646017699942,-4.959199535828424,0.26989954710006714,13.032109626846808,-162792.88114152366,668.7514974881927,243.15905464241888,441.9131696191441,1.0291481018066406,0.0327646017699942
1,1,1.0,0.015291309424688856,0.6098918756754583,1.6396348924840078,15.64309425342424,2.827219277501569,0.021534340230161812,49.88016577922587,5.733528137207031,11.073735759042107,-143682.72223583065,-1889.7572419906653,217.071387787897,159.93863495972295,0.4939110577106476,0.021534340230161812
2,1,1.0,0.022786225408915756,0.2427701570390034,4.11912243332009,4.41838984455219,-0.9796904034471338,0.030880743713592833,62.88611967152754,0.5212030410766602,13.074023503755246,-145523.87743451924,-1730.6417878067257,220.1429876869902,206.25823352782513,-0.7322809100151062,0.030880743713592833
3,2,1.0,0.01676763591962591,0.22516396854485488,4.441207918223338,11.769810993234003,14.654191236629368,0.02313133632587105,260.0975844303317,4.118499755859375,13.237505527232232,-134634.20650683643,2425.999976038246,308.95664360261094,34.22334949398209,-0.45377880334854126,0.02313133632587105
4,2,1.0,0.018,0.24166307580815063,4.137992519775223,-1.83141922255058,21.55963212691446,0.024083189157584593,-258.49414079640854,2.608729362487793,13.083948506294206,-128707.0086045926,2627.567416297409,335.32928702691635,121.8690362778788,-0.5971773266792297,0.024083189157584593
5,2,1.0,0.018,0.22898881258709766,4.3670255708219035,-4.093356543077636,21.33658727197672,0.024083189157584593,-251.59546005501798,2.5876739025115967,13.200928674553275,-124531.13998965852,2812.540097772399,337.3312307541724,186.10874306021466,-0.7484630346298218,0.024083189157584593
6,3,1.0,0.018,0.41607230319986,2.4034284241209174,4.399017955749525,14.382586454478034,0.024083189157584593,81.6600329048513,2.973323345184326,11.904155965229123,-163626.98107897054,-892.7074933898854,75.44788190589405,429.0001789609349,-1.138879656791687,0.024083189157584593
7,3,1.0,0.018,0.4062795126769745,2.4613596521542593,1.5306962968402669,13.638005548210463,0.024083189157584593,-68.35411966566983,3.4906044006347656,11.95587538573038,-160554.82180213404,-999.370905025747,77.20519572128632,425.68863606603037,1.12947678565979,0.024083189157584593
8,3,1.0,0.016856585126630495,0.33898578370290944,2.9499762175171633,5.7937622939289115,10.832307649123502,0.02300711462967339,-15.46823264633856,1.9378671646118164,12.349092573716753,-161352.09597787625,-911.6156052909029,82.7634771879599,459.4241302650762,0.9866011142730713,0.02300711462967339
9,3,1.0,0.015627397663017656,0.24843606519558192,4.025180479383086,-2.640216845787823,-15.640024131474824,0.021850533126745026,-36.869231116045064,0.8681615591049194,13.023926789287055,-158990.97894356216,-918.5143713754001,98.20220882088361,493.8402934970131,0.5544580817222595,0.021850533126745026
10,4,1.0,0.018,0.7864282520538395,1.2715718152144149,-11.565395941700132,52.749749456038344,0.024083189157584593,-49.877263992183394,3.6990909576416016,10.521704465384369,-156138.76023111492,270.2569961479504,88.4910015803649,952.5324915737976,0.5122576951980591,0.024083189157584593
11,4,1.0,0.017265057170573223,0.18346599169815,5.4506014479526215,4.33639595201244,7.780551204837491,0.02365796625156114,-167.26799692224196,1.4282066822052002,13.682222136259405,-147678.1007766676,472.8686620329198,64.3640211588376,1098.2564777213697,0.4107069671154022,0.02365796625156114
