i,true_cluster_id,true_Jr,true_Jz,true_Jphi,true_energy,true_DM,true_ell_radian,true_bee_radian,true_HRV,true_pml,true_pmb,true_dist_kpc,true_parallax
0,0,545.524132481388,215.45898241778931,328.0149459356726,-169227.0949390883,11.911860466003418,5.693241596221924,0.8758661150932312,-30.743526458740234,-31.8563232421875,-5.014553546905518,2.4119713306427,0.41459861397743225
1,1,686.8041333410146,226.24376892981155,308.9883126678798,-162256.16797087283,12.660804748535156,5.639968395233154,-0.6167498230934143,9.712774276733398,-26.23811149597168,2.8229641914367676,3.405344009399414,0.2936560809612274
2,1,683.503352367275,229.6721339523117,308.1342817875793,-162293.2451565295,11.965591430664062,4.943839073181152,-0.6225889325141907,191.71559143066406,-21.497817993164062,18.17184829711914,2.472398042678833,0.40446561574935913
3,2,320.4502072105407,111.69686295176012,-996.8907683570212,-163859.3979484427,12.501959800720215,4.467504024505615,0.4416643977165222,198.71224975585938,-4.500767230987549,-1.3383784294128418,3.165132999420166,0.3159424960613251
4,2,394.31504627133296,101.23973541350462,-840.2154728687383,-165557.21725549005,11.598398208618164,4.657512187957764,0.497315376996994,196.04876708984375,-13.41170883178711,-2.1499836444854736,2.0877559185028076,0.47898319363594055
5,2,397.18634812850325,102.21983523030103,-840.5107883545553,-165521.01024761624,12.475732803344727,5.028208255767822,0.8453156352043152,117.85101318359375,-13.904234886169434,-3.443864583969116,3.127134323120117,0.3197816014289856
6,3,1118.22475382923,166.1589556665735,127.09283377790142,-150391.75219771112,12.792173385620117,6.2591938972473145,0.7100179195404053,85.87779998779297,-15.2527494430542,-16.776521682739258,3.617717981338501,0.2764173448085785
7,3,1274.0134019883737,102.29268889251348,31.13119304781492,-148738.72185164958,13.130354881286621,5.733006000518799,-0.5131471753120422,-4.607154846191406,-22.86101722717285,-5.5507988929748535,4.227376937866211,0.23655331134796143
8,3,1193.9673066328317,124.40168941414103,136.63053322557977,-148530.06577677617,13.344905853271484,4.830602645874023,0.35283413529396057,126.7911376953125,7.474360466003418,-7.286059856414795,4.666390419006348,0.21429839730262756
9,3,1187.1526159543862,145.9311749121262,85.9486548497007,-149375.46952567162,13.204671859741211,1.291393756866455,-0.7007326483726501,-284.5835266113281,-12.927298545837402,-4.73641300201416,4.374560832977295,0.22859437763690948
10,4,721.2857094775679,336.02094325141405,277.2118157010845,-157989.00211894166,12.374427795410156,0.12833188474178314,1.3046367168426514,60.20907211303711,-21.98175811767578,-10.7489652633667,2.98459529876709,0.33505380153656006
11,4,756.1099105500501,247.03720581855748,324.38475365814156,-157981.10482579187,13.209199905395508,5.877087593078613,-0.47047412395477295,183.4300537109375,-6.430017471313477,14.195500373840332,4.383691310882568,0.22811825573444366
12,4,673.4569866470302,329.76749370028017,368.5152230308048,-157684.50291506416,12.176241874694824,1.2819548845291138,-0.5667097568511963,-161.524169921875,8.322729110717773,-21.868247985839844,2.7242588996887207,0.36707231402397156
13,4,707.184273895553,392.07003390097117,235.11213633299758,-157970.27871457423,11.420206069946289,4.544249534606934,1.1118438243865967,-30.360374450683594,19.793907165527344,-30.21398162841797,1.923274040222168,0.5199466943740845
14,4,656.0221310076386,386.54483408104016,338.0391445276441,-157671.31066585082,11.975773811340332,0.32226136326789856,0.905306875705719,-261.8002014160156,-15.944391250610352,17.463722229003906,2.484017848968506,0.4025735855102539
15,5,399.4258785977276,539.9494999461997,717.8185457310465,-153928.84532548985,13.26376724243164,4.066032886505127,-0.4628174901008606,317.4622802734375,7.398626804351807,0.6198334097862244,4.495244979858398,0.22245728969573975
16,5,408.5204471425876,476.3141080643453,779.4635943637477,-153736.43964404194,12.543155670166016,5.892541885375977,-0.35420215129852295,-69.86486053466797,-30.959823608398438,9.304081916809082,3.2257540225982666,0.3100050389766693
17,5,431.2888807816291,487.29236129998685,654.96767072084,-155727.79988094044,13.447099685668945,0.18109728395938873,0.6303347945213318,-143.0521240234375,-18.12432098388672,-8.254021644592285,4.891251564025879,0.20444664359092712
18,5,420.56832095413745,472.260758053873,766.3770460416889,-153892.96319472024,13.405532836914062,4.093502044677734,0.7720663547515869,292.6676940917969,6.758408546447754,-5.640927314758301,4.798511981964111,0.20839793980121613
19,5,414.27531955350463,485.3484274902185,705.7183046776134,-155272.5885590451,12.590801239013672,4.118102073669434,1.5193434953689575,-44.98769760131836,2.241880416870117,-24.574848175048828,3.297314167022705,0.3032771348953247
20,5,397.24750889328925,503.21243421111524,770.1396393945831,-153764.1845973229,13.367813110351562,5.618773460388184,-0.7611595392227173,73.52919006347656,-20.673053741455078,5.638755798339844,4.715877532958984,0.21204961836338043
21,6,787.9231415126958,151.65303121181105,257.36673227762003,-161774.60242479402,13.220563888549805,2.320638418197632,0.5779640078544617,-183.5005645751953,7.725104331970215,7.569167613983154,4.406693458557129,0.2269275188446045
22,6,740.9203082195199,123.64149507690357,327.9546907191944,-163161.98305618798,13.315069198608398,4.383199691772461,-0.48118191957473755,194.46307373046875,7.485194683074951,2.578754425048828,4.602713584899902,0.2172631323337555
23,6,749.8088896303994,154.66090651806945,286.38646812742087,-162550.06542233613,12.765867233276367,1.2153222560882568,0.4144977331161499,-305.72149658203125,-14.521905899047852,0.39206013083457947,3.5741562843322754,0.2797863185405731
24,6,740.5151524035707,132.71091885539522,321.365882281123,-162832.79982682524,13.115516662597656,0.4186890423297882,-0.4342311918735504,-319.6456298828125,-4.26628303527832,-8.089884757995605,4.198589324951172,0.23817522823810577
25,6,727.3098939186333,124.27704851410566,373.2242362592747,-162428.0880402415,12.667211532592773,3.080026626586914,-0.38318783044815063,6.353443145751953,17.40436363220215,3.300044298171997,3.415405511856079,0.2927910089492798
26,6,771.5357305581276,134.6314867763498,247.81707500685303,-163219.55551029256,12.684106826782227,0.15306173264980316,0.7724493145942688,84.42282104492188,-20.59551429748535,-9.88981819152832,3.4420831203460693,0.2905217409133911
27,6,750.0204591024724,151.38678128832854,288.69982468191307,-162557.34307942298,12.739673614501953,1.5465178489685059,1.1784420013427734,-142.91659545898438,-8.800283432006836,16.138704299926758,3.531301259994507,0.28318172693252563
28,7,506.92802746036784,235.04649472128185,362.5801830317482,-168834.61614246134,13.350977897644043,5.894883155822754,1.201021671295166,45.829410552978516,-15.349870681762695,0.9675332903862,4.679458141326904,0.21369995176792145
29,7,469.14017004734745,268.2964062595886,460.6081416138495,-166954.42363699482,12.365419387817383,5.342255115509033,-0.8958404660224915,91.09965515136719,-5.161265850067139,22.06900405883789,2.972240447998047,0.33644652366638184
30,7,499.5629488188943,240.49861531065866,425.4867031876711,-167372.07079468656,13.429003715515137,4.736437797546387,-1.0038622617721558,93.83053588867188,1.8321526050567627,11.918468475341797,4.850659370422363,0.20615753531455994
31,7,482.1223020186703,283.4035173988627,425.21926121256183,-166923.25482915307,12.413589477539062,1.5852992534637451,-0.7987126111984253,-296.413330078125,-3.4895262718200684,-10.668310165405273,3.0389111042022705,0.3290652334690094
32,7,542.2480107066011,212.58431351379713,379.09824838710483,-167634.92152212813,12.903609275817871,5.976937770843506,1.0216561555862427,-25.34430694580078,-20.239866256713867,4.320108413696289,3.808218240737915,0.2625899910926819
33,7,523.1329682788054,226.15939821807135,417.36898524266144,-167133.95000431404,12.462196350097656,5.605103015899658,0.7149444222450256,22.524822235107422,-26.82671356201172,-5.946990966796875,3.107701301574707,0.3217812478542328
34,7,522.9277060222009,236.5419204256349,374.64719409452476,-167605.2910268647,13.419451713562012,0.008535417728126049,-0.7561143636703491,-88.3157730102539,-14.173362731933594,-9.687362670898438,4.829368591308594,0.2070664018392563
35,7,551.8322102519945,233.01264642130596,315.8662731951693,-168458.09046037163,10.265436172485352,2.2386324405670166,0.9787874221801758,-251.34664916992188,21.224977493286133,31.25857925415039,1.1300228834152222,0.8849378228187561
36,8,340.2711725680567,466.49064643306775,-579.0107616868473,-162168.68822651883,10.8609619140625,3.757857084274292,0.3793051838874817,82.41616821289062,26.64527702331543,13.059062957763672,1.4865938425064087,0.6726787090301514
37,8,337.8362113132684,532.1960587295264,-557.4730259736098,-161012.350532415,12.976174354553223,0.26679527759552,-0.6708733439445496,-79.52182006835938,-9.840768814086914,11.135266304016113,3.9376296997070312,0.25395989418029785
38,8,409.8856638320957,493.66460069582104,-452.16381614951524,-162586.0142163329,13.204954147338867,4.368194103240967,0.7112508416175842,71.1990737915039,2.550271511077881,-10.320927619934082,4.375127792358398,0.22856475412845612
39,8,396.01626730928086,438.59493005565963,-517.7897295799403,-162689.97163613487,13.383800506591797,1.752382516860962,-1.5052809715270996,25.48390769958496,-3.158658504486084,-9.197502136230469,4.750728130340576,0.2104940563440323
